time(s),boardID,aX,aY,aZ,gX,gY,gZ
7.21,1,-0.49,0.23,0.88,11.31,-28.24,2.86
7.28,1,-0.40,0.23,0.84,-10.47,83.04,-32.15
7.36,1,-0.40,0.59,0.74,-40.30,156.39,-73.63
7.43,1,-0.87,-0.03,0.59,-26.79,201.49,-83.76
7.51,1,-1.10,-0.08,0.40,-22.22,147.60,-45.06
7.58,1,-0.88,0.06,0.22,-26.06,27.28,-9.18
7.65,1,-0.97,0.00,0.30,-23.53,-22.05,-3.56
7.73,1,-1.08,0.02,0.35,-25.41,-54.37,21.41
7.81,1,-0.99,-0.02,0.37,-8.20,-39.15,13.52
7.87,1,-0.80,-0.04,0.43,-7.26,-8.88,-3.98
7.95,1,-0.93,0.04,0.34,-11.86,27.05,-11.62
8.02,1,-0.94,0.00,0.37,-5.68,16.31,-6.55
8.1,1,-0.92,-0.02,0.32,-5.28,19.83,-7.88
8.17,1,-0.95,0.03,0.34,-6.68,27.15,-18.10
8.25,1,-0.91,-0.00,0.29,-14.83,28.30,-16.01
8.32,1,-0.98,-0.01,0.30,-20.66,19.89,-7.63
8.4,1,-1.03,-0.03,0.37,-18.53,-11.67,6.42
8.47,1,-1.04,0.02,0.47,-14.01,-119.54,52.04
8.55,1,-0.95,0.01,0.67,-14.31,-208.18,95.93
8.62,1,-0.50,0.14,0.63,-5.09,-205.82,74.65
8.69,1,-0.55,0.18,0.70,-29.50,-98.54,35.64
8.77,1,-0.87,-0.24,0.66,-25.92,-79.66,0.85
8.84,1,1.08,0.15,0.47,-1.02,-101.81,15.96
8.92,1,-0.49,0.12,0.93,15.24,-41.41,28.19
8.99,1,-0.00,0.29,0.65,-13.45,-7.42,-15.58
9.07,1,-0.12,0.28,1.10,-16.96,-39.16,6.76
9.14,1,-0.05,0.42,1.14,-18.83,-36.02,0.88
9.21,1,0.17,0.16,0.88,11.60,68.02,-33.78
9.29,1,-0.10,0.41,1.39,-21.44,170.61,-69.34
9.37,1,-0.55,0.32,0.76,-25.63,213.08,-85.60
9.44,1,-1.00,0.07,0.67,-16.29,175.63,-74.16
9.51,1,-1.01,-0.11,0.65,-15.71,54.57,-22.57
9.59,1,-0.91,0.16,0.62,-26.73,-16.49,5.71
9.66,1,-0.91,0.08,0.52,-10.55,-34.25,8.22
9.73,1,-0.77,0.10,0.73,-6.27,-43.09,22.37
9.81,1,-0.68,0.17,0.68,-24.02,15.60,1.00
9.88,1,-0.72,0.11,0.57,-20.77,49.13,-31.64
9.96,1,-0.83,0.06,0.50,-16.97,59.35,-30.85
10.03,1,-1.00,0.04,0.48,-6.79,35.53,-18.25
10.11,1,-0.83,0.04,0.47,-11.04,23.94,-6.53
10.18,1,-0.89,0.05,0.49,-12.27,7.53,-5.98
10.26,1,-0.95,0.07,0.49,-16.00,-6.34,-4.82
10.33,1,-1.02,0.07,0.52,-13.01,-61.95,18.76
10.41,1,-0.78,0.09,0.70,-17.81,-115.28,39.72
10.48,1,-0.66,0.04,0.79,-15.12,-132.99,53.76
10.55,1,-0.52,0.15,0.73,-9.04,-108.02,50.11
10.62,1,-0.53,0.13,0.96,4.91,-52.40,26.26
10.7,1,-0.81,0.24,0.66,-26.09,-5.84,2.18
10.78,1,-0.36,0.22,0.34,-6.45,46.80,-49.54
10.85,1,-0.69,-0.02,1.00,24.67,17.92,-8.53
10.92,1,-0.73,0.09,0.83,2.50,54.76,-14.02
11.0,1,-0.74,0.36,0.71,-28.08,53.72,-26.82
11.07,1,-0.71,0.11,0.73,-21.67,79.18,-36.05
11.15,1,-0.70,0.07,0.83,-26.02,105.23,-37.93
11.22,1,-0.77,0.19,0.66,-26.95,99.88,-31.66
11.3,1,-0.90,0.12,0.55,-26.84,93.49,-37.70
11.37,1,-0.98,0.09,0.56,-28.85,27.29,-13.19
11.44,1,-1.15,0.04,0.37,-31.86,-45.59,17.73
11.52,1,-1.05,0.07,0.35,-20.61,-72.47,24.76
11.59,1,-0.68,0.05,0.46,-11.29,-46.79,17.30
11.66,1,-0.83,0.06,0.53,-7.55,2.83,-4.85
11.74,1,-0.87,0.07,0.51,-3.66,-1.05,-7.95
11.81,1,-0.86,0.05,0.46,-6.75,4.66,-5.38
11.89,1,-0.91,0.07,0.52,-5.35,-0.81,-1.49
11.96,1,-0.81,0.12,0.53,-4.50,5.09,-8.68
12.04,1,-0.79,0.11,0.52,-7.21,7.62,-17.10
12.11,1,-0.88,0.08,0.54,-12.37,4.77,-13.26
12.18,1,-0.88,0.07,0.59,-16.95,-3.27,3.93
12.26,1,-0.85,0.11,0.64,-15.63,-16.98,14.82
12.34,1,-0.60,0.13,0.75,-16.78,-18.50,18.42
12.41,1,-0.80,0.20,0.71,-2.82,-123.39,47.99
12.48,1,-0.71,0.15,0.88,2.29,-176.98,62.91
12.56,1,-0.62,0.31,0.99,-11.67,-127.11,56.40
12.63,1,-0.70,0.42,0.70,-31.99,-29.22,5.37
12.71,1,-0.46,0.31,0.62,-18.05,16.76,-25.82
12.78,1,-0.44,-0.02,0.99,9.67,47.59,-19.94
12.86,1,-0.83,0.23,0.68,-12.22,42.03,-9.80
12.93,1,-0.78,0.23,0.90,7.91,38.00,-17.46
13.0,1,-0.48,0.12,0.50,-33.05,79.10,-36.48
13.08,1,-0.89,0.13,0.68,-19.82,89.10,-42.05
13.16,1,-0.75,-0.00,0.77,-17.52,91.18,-22.78
13.23,1,-0.93,0.19,0.57,-33.95,83.92,-26.38
13.3,1,-1.05,0.09,0.57,-11.42,38.07,-17.94
13.38,1,-0.81,0.05,0.47,-24.95,-6.86,-4.47
13.45,1,-0.76,0.00,0.41,-20.26,-20.12,2.29
13.52,1,-0.78,0.04,0.43,-14.18,-10.12,5.68
13.6,1,-0.84,0.07,0.43,-9.10,-2.72,0.38
13.67,1,-0.87,0.05,0.42,-9.63,-5.50,-8.85
13.75,1,-0.88,0.01,0.47,-12.82,-8.66,-1.41
13.82,1,-0.84,0.03,0.51,-6.06,-13.38,3.92
13.89,1,-0.84,0.07,0.53,-1.54,-6.37,4.37
13.97,1,-0.84,0.11,0.49,-12.24,4.37,-2.91
14.04,1,-0.89,0.09,0.48,-21.10,3.48,-6.60
14.12,1,-0.90,0.06,0.50,-23.53,-8.59,2.69
14.19,1,-0.84,0.04,0.58,-20.00,-18.49,13.59
14.27,1,-0.82,0.11,0.63,-11.41,-25.22,21.55
14.34,1,-0.97,0.13,0.75,-19.22,-42.44,10.37
14.42,1,-0.71,0.22,0.65,-17.76,-126.03,34.21
14.49,1,-0.72,0.05,0.99,21.08,-146.20,54.30
14.56,1,-0.52,0.30,0.72,-38.53,-73.93,37.47
14.64,1,-0.52,0.36,0.78,2.24,21.27,-23.96
14.71,1,-0.62,0.22,0.81,-16.72,83.06,-34.19
14.79,1,-0.64,0.20,0.65,-14.59,89.95,-45.23
14.86,1,-0.97,0.20,0.61,-43.44,77.91,-43.06
14.94,1,-0.89,-0.00,0.67,-15.18,34.15,-12.22
15.01,1,-0.62,0.16,0.68,-16.09,36.02,-8.18
15.08,1,-0.71,0.07,0.59,-10.29,70.05,-11.21
15.16,1,-1.02,-0.02,0.43,-22.13,108.41,-47.29
15.23,1,-1.10,0.07,0.19,-26.00,60.89,-32.58
15.31,1,-0.98,-0.04,0.27,-21.03,6.03,-5.31
15.38,1,-1.01,0.01,0.35,-12.27,-26.22,-0.35
15.46,1,-0.94,-0.02,0.32,-10.35,-51.96,10.24
15.53,1,-0.87,-0.01,0.41,-1.45,-17.36,3.34
15.6,1,-0.91,0.02,0.39,-10.31,1.45,-5.72
15.68,1,-0.87,0.04,0.39,-8.36,7.63,-10.33
15.75,1,-0.90,-0.00,0.36,-12.27,2.98,-2.00
15.83,1,-0.93,0.03,0.37,-9.98,-0.56,6.84
15.9,1,-0.97,0.06,0.39,-12.86,-27.13,17.49
15.98,1,-0.93,0.05,0.45,-17.38,-71.97,22.68
16.05,1,-0.78,0.05,0.51,-12.58,-54.16,12.15
16.12,1,-0.79,0.04,0.56,-18.89,11.45,3.15
