time(s),boardID,aX,aY,aZ,gX,gY,gZ
7.03,1,-0.78,-0.22,-0.40,-17.75,16.38,-24.37
7.1,1,-1.21,-0.44,-0.49,83.94,-131.11,24.08
7.18,1,-0.85,-0.56,-0.25,14.20,-122.99,26.02
7.25,1,-0.82,-0.31,-0.14,25.88,-63.40,44.19
7.33,1,-0.81,-0.18,0.04,-12.24,-32.12,29.45
7.4,1,-0.88,-0.18,0.04,-5.64,17.65,-1.83
7.48,1,-0.87,-0.13,0.04,-21.88,66.07,-26.07
7.55,1,-0.88,-0.12,0.04,-17.05,85.44,-31.33
7.62,1,-0.88,-0.18,0.02,-15.70,61.79,-32.66
7.7,1,-0.92,-0.15,0.04,-16.15,21.87,-19.81
7.77,1,-1.09,-0.26,-0.04,-32.40,-8.18,0.56
7.85,1,-1.04,-0.12,0.14,-9.42,-44.50,27.63
7.92,1,-1.01,-0.09,0.04,-46.30,-48.11,12.05
8.0,1,-0.90,-0.16,0.03,-22.64,-23.22,-0.08
8.07,1,-0.90,-0.18,0.12,-24.11,-2.63,9.73
8.14,1,-0.88,-0.29,0.01,-44.08,30.23,-35.79
8.22,1,-0.99,-0.16,0.12,-20.58,70.12,-25.30
8.29,1,-0.87,-0.34,0.02,-50.71,71.28,-23.38
8.37,1,-1.01,-0.27,-0.10,-39.04,33.64,-15.38
8.44,1,-1.14,-0.35,-0.31,-34.00,51.80,-9.44
8.52,1,-0.93,-0.16,-0.03,-26.43,38.06,-24.58
8.59,1,-0.92,-0.23,-0.25,-20.43,33.37,-16.21
8.66,1,-0.77,-0.21,-0.33,-18.18,30.12,-9.27
8.74,1,-0.90,-0.33,-0.30,-12.15,35.79,-1.47
8.81,1,-0.56,-0.27,-0.35,-10.75,-31.32,12.66
8.89,1,-0.66,-0.22,-0.44,-12.62,-52.18,2.50
8.96,1,-1.04,-0.55,-0.27,103.92,-141.92,22.69
9.04,1,-0.57,-0.34,-0.14,13.26,-106.57,-20.92
9.11,1,-0.84,-0.46,-0.11,41.45,-26.79,-1.35
9.18,1,-1.03,-0.38,-0.23,12.82,-84.88,59.16
9.26,1,-0.73,-0.09,-0.02,2.16,-17.94,35.90
9.33,1,-0.74,-0.17,0.01,-1.29,46.41,7.95
9.41,1,-0.81,-0.17,-0.03,-10.66,115.82,-32.37
9.48,1,-0.86,-0.21,-0.11,-9.98,148.47,-60.04
9.56,1,-0.96,-0.24,-0.12,-11.03,79.56,-36.74
9.63,1,-1.04,-0.30,-0.21,-31.29,-6.99,4.53
9.7,1,-0.84,-0.22,-0.01,4.82,-66.02,29.85
9.78,1,-0.86,-0.10,-0.15,-22.14,-90.39,8.38
9.85,1,-0.87,0.06,0.24,-36.20,-21.55,-42.01
9.93,1,-0.91,-0.28,-0.11,-38.21,17.82,-29.38
10.0,1,-0.85,-0.28,-0.08,-34.03,16.32,-18.21
10.08,1,-0.89,-0.27,-0.02,-38.79,17.07,-2.76
10.15,1,-0.92,-0.29,-0.02,-38.51,28.92,-4.44
10.22,1,-0.91,-0.37,-0.05,-40.27,32.64,-13.31
10.3,1,-0.86,-0.28,-0.05,-34.15,14.79,-13.45
10.37,1,-0.97,-0.27,-0.06,-26.68,10.46,-21.34
10.45,1,-0.92,-0.28,-0.08,-20.58,-16.26,-5.08
10.52,1,-1.01,-0.30,-0.08,-14.37,-82.47,27.09
10.6,1,-1.10,-0.60,0.00,10.06,-121.65,73.96
10.67,1,-0.71,-0.25,0.02,-19.39,-63.84,30.19
10.75,1,-0.85,-0.21,-0.05,-24.87,5.69,-13.14
10.82,1,-0.85,-0.26,-0.12,-20.89,-33.90,-31.04
10.89,1,-1.01,-0.45,-0.11,6.85,-38.18,-39.05
10.97,1,-0.76,-0.36,-0.08,-10.40,-18.44,-29.08
11.04,1,-0.56,-0.21,-0.08,-5.23,29.49,2.60
11.11,1,-0.87,-0.40,-0.02,-15.39,76.47,2.82
11.19,1,-0.91,-0.33,-0.04,-18.40,78.27,-10.69
11.27,1,-0.90,-0.27,-0.00,-22.97,33.65,-0.94
11.34,1,-0.87,-0.36,0.02,-11.01,10.07,16.76
11.41,1,-1.02,-0.33,0.11,-22.31,-1.95,23.96
11.49,1,-1.09,-0.28,0.06,-12.10,-44.60,30.95
11.56,1,-0.91,-0.19,0.10,-16.73,-34.40,15.52
11.64,1,-0.91,-0.22,0.11,-18.11,-33.78,10.89
11.71,1,-0.87,-0.25,0.07,-15.21,-36.99,10.29
11.79,1,-0.91,-0.23,0.12,-16.86,-25.19,6.97
11.86,1,-0.91,-0.21,0.12,-16.55,-17.64,6.98
11.93,1,-0.90,-0.19,0.13,-14.97,-4.13,6.41
12.01,1,-0.88,-0.16,0.14,-15.40,26.55,-10.28
12.08,1,-0.92,-0.17,0.09,-7.07,64.61,-29.73
12.15,1,-0.99,-0.19,0.07,-4.52,59.10,-32.00
12.23,1,-1.01,-0.26,0.11,-8.50,19.46,-14.55
12.3,1,-0.95,-0.24,0.11,-7.83,12.85,-2.98
12.38,1,-0.98,-0.23,0.23,-0.46,-40.63,33.36
12.45,1,-0.91,-0.15,0.19,-8.24,-146.35,61.11
12.53,1,-0.71,-0.17,0.24,-5.33,-165.84,53.40
12.6,1,-0.64,-0.09,0.30,-27.02,-84.05,12.80
12.67,1,-0.83,-0.15,0.26,-24.97,3.80,-43.91
12.75,1,-0.90,-0.21,0.30,-29.25,34.21,-62.09
12.83,1,-0.92,-0.32,0.28,-23.18,32.73,-52.08
12.9,1,-0.97,-0.37,0.24,-14.65,-12.50,-17.61
12.97,1,-0.96,-0.30,0.29,-21.82,0.92,-5.20
13.05,1,-0.84,-0.31,0.26,-17.24,46.82,-12.57
13.12,1,-0.76,-0.34,0.27,-12.49,52.56,-5.58
13.19,1,-0.81,-0.35,0.25,-25.80,64.65,4.16
13.27,1,-0.91,-0.28,0.31,-3.02,41.33,11.70
13.34,1,-0.90,-0.26,0.24,-14.73,0.38,17.64
13.42,1,-0.92,-0.26,0.27,-11.05,-11.53,7.71
13.49,1,-1.22,-0.34,0.32,-25.37,-28.87,21.32
13.57,1,-0.81,-0.26,0.15,-5.72,-40.19,21.56
13.64,1,-0.82,-0.25,0.18,-18.70,-35.05,18.25
13.72,1,-0.94,-0.11,0.29,-14.40,-9.15,1.20
13.79,1,-0.84,-0.16,0.26,-26.33,-1.50,-11.82
13.87,1,-0.97,-0.25,0.28,-19.38,18.54,-19.83
13.94,1,-0.88,-0.24,0.24,-16.15,12.14,-19.46
14.01,1,-0.91,-0.29,0.25,-14.08,-4.70,-9.07
14.09,1,-0.88,-0.27,0.30,-14.45,1.29,-4.46
14.16,1,-0.92,-0.31,0.32,-15.29,-0.63,7.15
14.24,1,-0.95,-0.33,0.34,-16.21,-12.40,24.26
14.31,1,-0.97,-0.22,0.36,-14.52,-26.43,46.53
14.39,1,-0.88,-0.15,0.37,-9.87,-49.05,46.59
14.46,1,-0.81,-0.14,0.32,-1.63,-72.49,18.00
14.53,1,-0.88,-0.16,0.35,5.13,-55.13,-34.95
14.61,1,-0.89,-0.18,0.38,-0.73,-49.01,-53.16
14.68,1,-0.61,-0.06,0.45,-7.85,14.79,-52.66
14.76,1,-0.81,-0.42,0.28,-20.69,25.43,-30.85
14.83,1,-0.71,-0.38,0.24,-8.99,15.73,-17.09
14.91,1,-0.81,-0.37,0.33,-29.38,55.23,-13.68
14.98,1,-0.72,-0.32,0.33,-23.59,73.41,-3.32
15.05,1,-0.78,-0.28,0.28,-27.08,88.09,-7.11
15.13,1,-0.91,-0.27,0.24,-20.73,74.31,-2.78
15.2,1,-0.95,-0.29,0.20,-24.61,24.99,14.31
15.28,1,-0.90,-0.26,0.18,-24.84,14.23,13.23
15.35,1,-0.95,-0.28,0.15,-24.08,7.61,7.51
15.42,1,-0.93,-0.29,0.12,-26.12,-4.73,0.96
